hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_g7,LBLk_g7,PAR_g7,LBL_g8,LBLk_g8,PAR_g8,LBL_g9,LBLk_g9,PAR_g9,LBL_g10,LBLk_g10,PAR_g10,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0.0,0.000804,0.000804,0.00080422,0.001635,0.001635,0.00163471,0.009604,0.009604,0.00960379,0.023339,0.023339,0.02333896,0.062986,0.062986,0.0629855,0.129177,0.129177,0.12917701,0.335439,0.335439,0.33543926,0.752369,0.752369,0.75236878,0.758344,0.758344,0.75834386,13.119028,13.119028,13.119028,15.19272,15.19272,15.192724,0.0,4e-06
0.0006,4.3e-05,2e-06,2.05e-06,0.00129,0.001298,0.00129809,0.009182,0.009265,0.00926449,0.023294,0.023302,0.02330167,0.062976,0.062979,0.06297807,0.129177,0.129177,0.12917669,0.335438,0.335438,0.33543809,0.752369,0.752369,0.75236864,0.758344,0.758344,0.75834384,13.119028,13.119028,13.119028,15.19114,15.1912,15.1912,6e-05,6e-05
0.0009,2.1e-05,0.0,1.8e-07,0.001184,0.001182,0.00118132,0.009021,0.009131,0.00913061,0.023276,0.023286,0.02328641,0.062973,0.062976,0.06297502,0.129177,0.129177,0.12917656,0.335437,0.335437,0.33543762,0.752369,0.752369,0.75236858,0.758344,0.758344,0.75834384,13.119028,13.119028,13.119028,15.19083,15.19093,15.190928,0.0001,9.8e-05
0.0012,8e-06,0.0,1e-08,0.001053,0.001031,0.00103094,0.008803,0.008945,0.00894441,0.023249,0.023264,0.0232643,0.062967,0.062971,0.06297059,0.129176,0.129176,0.12917637,0.335436,0.335437,0.33543692,0.752368,0.752369,0.7523685,0.758344,0.758344,0.75834383,13.119028,13.119028,13.119028,15.19043,15.19056,15.190564,0.00013,0.000134
0.0017,2e-06,0.0,0.0,0.0009,0.000847,0.00084684,0.008511,0.008687,0.00868715,0.023211,0.023232,0.02323228,0.062959,0.062965,0.06296415,0.129176,0.129176,0.12917608,0.335435,0.335436,0.33543591,0.752368,0.752369,0.75236837,0.758344,0.758344,0.75834381,13.119028,13.119028,13.119028,15.18993,15.19008,15.190083,0.00015,0.000153
0.0024,0.0,0.0,0.0,0.000728,0.000638,0.00063747,0.008127,0.008336,0.00833548,0.023155,0.023186,0.02318595,0.062948,0.062955,0.06295481,0.129176,0.129176,0.12917566,0.335433,0.335434,0.33543445,0.752368,0.752368,0.75236818,0.758344,0.758344,0.75834379,13.119028,13.119028,13.119028,15.18931,15.18946,15.189464,0.00015,0.000154
0.0034,0.0,0.0,0.0,0.000547,0.000423,0.00042311,0.007634,0.007862,0.00786164,0.023075,0.023119,0.02311903,0.062931,0.062942,0.06294125,0.129175,0.129175,0.12917504,0.33543,0.335432,0.33543232,0.752368,0.752368,0.75236791,0.758344,0.758344,0.75834376,13.119028,13.119028,13.119028,15.18853,15.18869,15.188692,0.00016,0.000162
0.0048,0.0,0.0,0.0,0.000372,0.000234,0.00023411,0.007021,0.007236,0.0072357,0.022959,0.023022,0.02302205,0.062906,0.062922,0.06292142,0.129174,0.129174,0.12917409,0.335426,0.335429,0.33542919,0.752367,0.752368,0.75236751,0.758344,0.758344,0.75834371,13.119028,13.119028,13.119028,15.1876,15.18776,15.187756,0.00016,0.000156
0.0067,0.0,0.0,0.0,0.000221,0.0001,9.96e-05,0.006291,0.006433,0.00643237,0.022792,0.022881,0.02288143,0.062869,0.062893,0.06289233,0.129173,0.129173,0.12917265,0.33542,0.335424,0.33542457,0.752366,0.752367,0.7523669,0.758344,0.758344,0.75834363,13.119028,13.119028,13.119028,15.18651,15.18664,15.186642,0.00013,0.000132
0.0094,0.0,0.0,0.0,0.000111,2.9e-05,2.901e-05,0.005462,0.005444,0.00544345,0.022553,0.022678,0.02267823,0.062816,0.06285,0.0628497,0.129171,0.12917,0.12917047,0.335411,0.335417,0.33541774,0.752365,0.752366,0.75236599,0.758343,0.758344,0.75834352,13.119028,13.119028,13.119028,15.18526,15.18533,15.185326,7e-05,6.6e-05
