hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_g7,LBLk_g7,PAR_g7,LBL_g8,LBLk_g8,PAR_g8,LBL_g9,LBLk_g9,PAR_g9,LBL_g10,LBLk_g10,PAR_g10,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0.0,0.003107,0.003107,0.0031075,0.006316,0.006316,0.00631649,0.037109,0.037109,0.03710893,0.090181,0.090181,0.09018146,0.243375,0.243375,0.24337521,0.499138,0.499138,0.49913837,1.296133,1.296133,1.2961331,2.907144,2.907144,2.9071437,2.930231,2.930231,2.9302313,50.691764,50.691764,50.691763,58.7045,58.7045,58.704499,0.0,-1e-06
0.0006,0.000449,0.000141,0.00014135,0.005569,0.005616,0.00561605,0.036251,0.036428,0.03642791,0.090093,0.090108,0.09010812,0.243357,0.24336,0.24336061,0.499138,0.499137,0.49913776,1.29613,1.296131,1.2961309,2.907143,2.907144,2.9071434,2.930231,2.930231,2.9302313,50.691764,50.691764,50.691763,58.70013,58.70006,58.70006,-7e-05,-7e-05
0.0009,0.000284,4.1e-05,4.071e-05,0.005311,0.005355,0.00535565,0.035916,0.036157,0.03615692,0.090058,0.090078,0.09007851,0.24335,0.243355,0.24335471,0.499138,0.499137,0.49913751,1.296129,1.29613,1.2961299,2.907143,2.907144,2.9071433,2.930231,2.930231,2.9302313,50.691764,50.691764,50.691763,58.69932,58.69939,58.699391,7e-05,7.1e-05
0.0012,0.000161,7e-06,7.11e-06,0.00498,0.005008,0.00500866,0.035455,0.03578,0.03577957,0.090007,0.090036,0.09003671,0.24334,0.243346,0.24334638,0.499137,0.499137,0.49913716,1.296127,1.296128,1.2961286,2.907143,2.907143,2.9071431,2.930231,2.930231,2.9302312,50.691764,50.691764,50.691763,58.69835,58.69858,58.698581,0.00023,0.000231
0.0017,7.9e-05,1e-06,6.1e-07,0.00457,0.004556,0.0045567,0.034827,0.035256,0.0352558,0.089937,0.089977,0.08997767,0.243326,0.243334,0.2433346,0.499137,0.499136,0.49913666,1.296125,1.296127,1.2961268,2.907143,2.907143,2.9071429,2.930231,2.930231,2.9302312,50.691764,50.691764,50.691762,58.69714,58.69753,58.697525,0.00039,0.000385
0.0024,3.1e-05,0.0,2e-08,0.004077,0.003987,0.00398731,0.03398,0.034533,0.03453264,0.089837,0.089894,0.08989433,0.243305,0.243318,0.24331795,0.499136,0.499136,0.49913595,1.296122,1.296124,1.2961242,2.907142,2.907143,2.9071426,2.930231,2.930231,2.9302312,50.691764,50.691764,50.691762,58.69563,58.69613,58.696129,0.0005,0.000499
0.0034,9e-06,0.0,0.0,0.003509,0.003302,0.00330253,0.032855,0.033541,0.03354124,0.089696,0.089776,0.08977673,0.243277,0.243294,0.24329441,0.499135,0.499135,0.49913494,1.296117,1.29612,1.2961205,2.907142,2.907142,2.9071421,2.930231,2.930231,2.9302311,50.691764,50.691764,50.691762,58.69374,58.69431,58.694306,0.00057,0.000566
0.0048,2e-06,0.0,0.0,0.002883,0.002531,0.00253123,0.031392,0.032196,0.03219572,0.089498,0.08961,0.08961083,0.243236,0.243261,0.24326115,0.499134,0.499133,0.49913351,1.296111,1.296115,1.2961153,2.907141,2.907142,2.9071415,2.930231,2.930231,2.930231,50.691764,50.691764,50.691762,58.69139,58.69198,58.691983,0.00059,0.000593
0.0067,0.0,0.0,0.0,0.002229,0.001739,0.00173894,0.029538,0.030395,0.03039539,0.08922,0.089377,0.08937701,0.243178,0.243214,0.24321415,0.499132,0.499131,0.49913148,1.296101,1.296108,1.2961079,2.90714,2.907141,2.9071406,2.930231,2.930231,2.9302309,50.691764,50.691764,50.691762,58.68853,58.6891,58.689099,0.00057,0.000569
0.0094,0.0,0.0,0.0,0.001591,0.001024,0.00102364,0.027269,0.028034,0.02803394,0.08883,0.089047,0.08904774,0.243097,0.243148,0.24314774,0.499129,0.499128,0.4991286,1.296088,1.296097,1.2960975,2.907138,2.90714,2.9071393,2.930231,2.93023,2.9302308,50.691764,50.691764,50.691762,58.68514,58.68561,58.685612,0.00047,0.000472
