hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_g7,LBLk_g7,PAR_g7,LBL_g8,LBLk_g8,PAR_g8,LBL_g9,LBLk_g9,PAR_g9,LBL_g10,LBLk_g10,PAR_g10,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0.0,0.001554,0.001554,0.00155375,0.003158,0.003158,0.00315825,0.018554,0.018554,0.01855446,0.045091,0.045091,0.04509073,0.121688,0.121688,0.1216876,0.249569,0.249569,0.24956918,0.648067,0.648067,0.64806657,1.453572,1.453572,1.4535718,1.465116,1.465116,1.4651157,25.345882,25.345882,25.345881,29.35225,29.35225,29.352249,0.0,-1e-06
0.0006,7.7e-05,3e-06,3.21e-06,0.002475,0.002488,0.00248798,0.017712,0.017876,0.01787669,0.045001,0.045016,0.04501619,0.12167,0.121673,0.12167274,0.249569,0.249568,0.24956855,0.648064,0.648065,0.64806425,1.453572,1.453572,1.4535716,1.465116,1.465116,1.4651156,25.345882,25.345882,25.345881,29.34914,29.34926,29.349258,0.00012,0.000118
0.0009,3.7e-05,0.0,2.7e-07,0.002265,0.002257,0.00225681,0.017392,0.017609,0.01760951,0.044965,0.044986,0.0449857,0.121662,0.121667,0.12166665,0.249568,0.249568,0.24956829,0.648062,0.648064,0.64806329,1.453571,1.453572,1.4535714,1.465116,1.465116,1.4651156,25.345882,25.345882,25.345881,29.34852,29.34872,29.348719,0.0002,0.000199
0.0012,1.4e-05,0.0,1e-08,0.002009,0.00196,0.00196028,0.016958,0.017238,0.01723809,0.044912,0.044942,0.04494151,0.121651,0.121658,0.1216578,0.249568,0.249568,0.24956791,0.648061,0.648062,0.6480619,1.453571,1.453571,1.4535713,1.465116,1.465116,1.4651156,25.345882,25.345882,25.345881,29.34774,29.348,29.347996,0.00026,0.000256
0.0017,4e-06,0.0,0.0,0.001708,0.001599,0.0015993,0.016378,0.016725,0.01672542,0.044835,0.044878,0.04487751,0.121635,0.121645,0.12164493,0.249568,0.249567,0.24956733,0.648058,0.64806,0.64805989,1.453571,1.453571,1.453571,1.465116,1.465116,1.4651156,25.345882,25.345882,25.345881,29.34675,29.34704,29.347042,0.00029,0.000292
0.0024,1e-06,0.0,0.0,0.001374,0.001192,0.00119213,0.015617,0.016025,0.01602542,0.044724,0.044785,0.04478493,0.121612,0.121627,0.12162625,0.249567,0.249566,0.24956649,0.648054,0.648057,0.64805696,1.45357,1.453571,1.4535706,1.465116,1.465116,1.4651155,25.345882,25.345882,25.345881,29.34552,29.34582,29.34582,0.0003,0.0003
0.0034,0.0,0.0,0.0,0.001025,0.00078,0.00078012,0.014643,0.015084,0.0150839,0.044563,0.044651,0.04465122,0.121578,0.1216,0.12159915,0.249566,0.249565,0.24956524,0.648049,0.648053,0.6480527,1.45357,1.45357,1.4535701,1.465115,1.465116,1.4651154,25.345882,25.345882,25.345881,29.34399,29.3443,29.344299,0.00031,0.000309
0.0048,0.0,0.0,0.0,0.00069,0.000423,0.0004229,0.013437,0.013843,0.01384316,0.044331,0.044458,0.04445744,0.121528,0.12156,0.12155952,0.249564,0.249563,0.24956336,0.648041,0.648047,0.64804645,1.453569,1.453569,1.4535693,1.465115,1.465116,1.4651153,25.345882,25.345882,25.345881,29.34216,29.34246,29.342459,0.0003,0.000299
0.0067,0.0,0.0,0.0,0.000405,0.000175,0.00017468,0.012007,0.012256,0.01225628,0.043998,0.044177,0.04417653,0.121455,0.121502,0.12150137,0.249561,0.24956,0.24956048,0.648029,0.648038,0.64803721,1.453567,1.453568,1.4535681,1.465115,1.465116,1.4651152,25.345882,25.345882,25.345881,29.34002,29.34027,29.340271,0.00025,0.000251
0.0094,0.0,0.0,0.0,0.000198,4.9e-05,4.876e-05,0.010393,0.010312,0.01031231,0.043522,0.043771,0.04377072,0.121348,0.121417,0.12141617,0.249557,0.249556,0.2495561,0.648011,0.648024,0.64802356,1.453565,1.453566,1.4535663,1.465115,1.465115,1.465115,25.345882,25.345882,25.345881,29.33759,29.33769,29.33769,0.0001,0.0001
